type,release_date,process_size_(nm),tdp_(w),die_size_(mm^2),transistors_(million),freq_(ghz),foundry,vendor,fp16_gflops,fp32_gflops,fp64_gflops,year,transistor_density
1,414,55.0,32.0,67.0,181.0,800.0,8,2,19033.0610625,64.0,1096.608262910798,2008.0,2.7014924969926493
1,414,55.0,65.0,146.0,514.0,1615.4307897071872,8,2,19033.0610625,5403.009359050446,1096.608262910798,2008.0,3.5205479210921378
1,414,55.0,56.0,146.0,514.0,700.0,8,2,19033.0610625,448.0,1096.608262910798,2008.0,3.5205479210921378
0,414,45.0,65.0,107.0,410.0,3333.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2008.0,3.831775665123592
0,415,45.0,95.0,281.0,456.0,2666.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2008.0,1.622775794936741
0,415,45.0,65.0,107.0,420.0,2667.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2008.0,3.925233608175387
0,415,45.0,95.0,2107.0,820.0,3000.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2008.0,0.38917892720019986
1,416,55.0,65.0,256.0,956.0,1615.4307897071872,8,2,19033.0610625,5403.009359050446,1096.608262910798,2008.0,3.7343749854125976
1,416,55.0,286.0,256.0,956.0,750.0,8,2,19033.0610625,1200.0,240.0,2008.0,3.7343749854125976
1,417,65.0,65.0,240.0,505.0,530.0,8,5,19033.0610625,127.2,1096.608262910798,2008.0,2.1041666578993055
1,417,65.0,75.0,324.0,754.0,550.0,8,5,19033.0610625,352.0,1096.608262910798,2008.0,2.3271604866445665
1,417,55.0,100.0,260.0,754.0,675.0,8,5,19033.0610625,422.4,1096.608262910798,2008.0,2.899999988846154
1,417,65.0,35.0,144.0,314.0,500.0,9,5,19033.0610625,80.0,1096.608262910798,2008.0,2.1805555404128087
0,418,65.0,95.0,285.0,450.0,2500.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2008.0,1.5789473628808866
1,418,65.0,20.0,86.0,210.0,580.0,9,5,19033.0610625,23.2,1096.608262910798,2008.0,2.441860436722553
1,418,65.0,10.0,86.0,210.0,530.0,9,5,19033.0610625,20.8,1096.608262910798,2008.0,2.441860436722553
1,418,65.0,12.0,86.0,210.0,580.0,9,5,19033.0610625,23.2,1096.608262910798,2008.0,2.441860436722553
1,418,65.0,65.0,85.0,180.0,350.0,8,2,19033.0610625,28.0,1096.608262910798,2008.0,2.117647033910035
0,418,65.0,95.0,285.0,450.0,2400.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2008.0,1.5789473628808866
1,419,55.0,23.0,121.0,314.0,550.0,8,5,19033.0610625,84.8,1096.608262910798,2008.0,2.595041300867427
1,420,65.0,75.0,240.0,505.0,600.0,8,5,19033.0610625,192.0,1096.608262910798,2008.0,2.1041666578993055
1,421,55.0,50.0,121.0,314.0,550.0,8,5,19033.0610625,44.8,1096.608262910798,2008.0,2.595041300867427
1,421,55.0,50.0,121.0,314.0,550.0,8,5,19033.0610625,44.8,1096.608262910798,2008.0,2.595041300867427
1,421,55.0,50.0,121.0,314.0,550.0,8,5,19033.0610625,44.8,1096.608262910798,2008.0,2.595041300867427
0,422,45.0,65.0,82.0,228.0,2500.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2008.0,2.7804877709696614
0,422,45.0,95.0,282.0,456.0,2333.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2008.0,1.6170212708616267
0,422,65.0,35.0,77.0,105.0,2200.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2008.0,1.3636363459268008
0,423,65.0,35.0,178.0,950.0,2300.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2008.0,5.337078621701806
1,423,65.0,13.0,178.0,950.0,533.0,3,3,19033.0610625,85.28,1096.608262910798,2008.0,5.337078621701806
1,423,55.0,110.0,192.0,666.0,660.0,8,2,19033.0610625,422.4,84.48,2008.0,3.468749981933594
0,423,65.0,25.0,178.0,950.0,2000.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2008.0,5.337078621701806
0,423,65.0,35.0,178.0,950.0,2100.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2008.0,5.337078621701806
0,423,65.0,35.0,178.0,950.0,2300.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2008.0,5.337078621701806
1,423,65.0,65.0,178.0,950.0,1615.4307897071872,3,3,19033.0610625,5403.009359050446,1096.608262910798,2008.0,5.337078621701806
0,424,65.0,65.0,285.0,450.0,2100.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2008.0,1.5789473628808866
0,424,65.0,95.0,285.0,450.0,2300.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2008.0,1.5789473628808866
0,424,65.0,65.0,285.0,450.0,1900.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2008.0,1.5789473628808866
0,424,65.0,95.0,285.0,450.0,2400.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2008.0,1.5789473628808866
0,424,45.0,150.0,2107.0,820.0,3400.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2008.0,0.38917892720019986
1,425,55.0,59.0,146.0,514.0,750.0,8,2,19033.0610625,480.0,1096.608262910798,2008.0,3.5205479210921378
1,425,55.0,48.0,146.0,514.0,600.0,8,2,19033.0610625,384.0,1096.608262910798,2008.0,3.5205479210921378
1,425,55.0,48.0,146.0,514.0,600.0,8,2,19033.0610625,384.0,1096.608262910798,2008.0,3.5205479210921378
1,425,55.0,59.0,146.0,514.0,750.0,8,2,19033.0610625,480.0,1096.608262910798,2008.0,3.5205479210921378
1,425,55.0,118.0,146.0,514.0,750.0,8,2,19033.0610625,480.0,1096.608262910798,2008.0,3.5205479210921378
1,426,55.0,65.0,135.0,378.0,796.0,8,2,19033.0610625,191.0,1096.608262910798,2008.0,2.7999999792592596
1,426,55.0,151.0,256.0,956.0,750.0,8,2,19033.0610625,1200.0,240.0,2008.0,3.7343749854125976
1,426,55.0,48.0,146.0,514.0,550.0,8,2,19033.0610625,352.0,1096.608262910798,2008.0,3.5205479210921378
1,427,65.0,182.0,576.0,1400.0,576.0,8,5,19033.0610625,536.5,67.07,2008.0,2.430555551335841
1,428,80.0,42.0,169.0,289.0,520.0,8,5,19033.0610625,66.56,1096.608262910798,2008.0,1.71005916147894
1,429,55.0,20.0,73.0,242.0,600.0,8,2,19033.0610625,96.0,1096.608262910798,2008.0,3.3150684477387884
1,429,55.0,65.0,73.0,242.0,1615.4307897071872,8,2,19033.0610625,5403.009359050446,1096.608262910798,2008.0,3.3150684477387884
1,429,55.0,20.0,73.0,242.0,600.0,8,2,19033.0610625,96.0,1096.608262910798,2008.0,3.3150684477387884
1,429,55.0,20.0,73.0,242.0,600.0,8,2,19033.0610625,96.0,1096.608262910798,2008.0,3.3150684477387884
1,429,55.0,25.0,73.0,242.0,600.0,8,2,19033.0610625,96.0,1096.608262910798,2008.0,3.3150684477387884
1,429,55.0,20.0,73.0,242.0,600.0,8,2,19033.0610625,96.0,1096.608262910798,2008.0,3.3150684477387884
0,430,65.0,65.0,285.0,450.0,2100.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2008.0,1.5789473628808866
1,430,65.0,50.0,144.0,314.0,625.0,9,5,19033.0610625,99.2,1096.608262910798,2008.0,2.1805555404128087
0,430,65.0,79.0,285.0,463.0,2000.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2008.0,1.6245613978085565
1,430,65.0,65.0,178.0,950.0,1615.4307897071872,3,3,19033.0610625,5403.009359050446,1096.608262910798,2008.0,5.337078621701806
1,430,65.0,13.0,178.0,950.0,640.0,3,3,19033.0610625,102.4,1096.608262910798,2008.0,5.337078621701806
1,430,65.0,13.0,178.0,950.0,400.0,3,3,19033.0610625,64.0,1096.608262910798,2008.0,5.337078621701806
1,430,65.0,13.0,178.0,950.0,640.0,3,3,19033.0610625,40.96,1096.608262910798,2008.0,5.337078621701806
1,430,65.0,13.0,178.0,950.0,400.0,3,3,19033.0610625,25.6,1096.608262910798,2008.0,5.337078621701806
0,430,65.0,125.0,285.0,450.0,2600.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2008.0,1.5789473628808866
0,430,65.0,95.0,285.0,450.0,2500.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2008.0,1.5789473628808866
1,430,65.0,65.0,178.0,950.0,1615.4307897071872,3,3,19033.0610625,5403.009359050446,1096.608262910798,2008.0,5.337078621701806
1,431,55.0,65.0,135.0,378.0,722.0,8,2,19033.0610625,173.3,1096.608262910798,2008.0,2.7999999792592596
0,432,45.0,65.0,82.0,228.0,2800.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2008.0,2.7804877709696614
1,433,65.0,12.0,144.0,314.0,450.0,8,5,19033.0610625,38.4,1096.608262910798,2008.0,2.1805555404128087
1,433,65.0,12.0,144.0,314.0,580.0,8,5,19033.0610625,44.8,1096.608262910798,2008.0,2.1805555404128087
1,433,65.0,12.0,144.0,314.0,450.0,8,5,19033.0610625,35.2,1096.608262910798,2008.0,2.1805555404128087
1,433,65.0,12.0,144.0,314.0,450.0,8,5,19033.0610625,35.2,1096.608262910798,2008.0,2.1805555404128087
0,434,65.0,95.0,285.0,450.0,2500.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2008.0,1.5789473628808866
1,434,55.0,95.0,256.0,956.0,575.0,8,2,19033.0610625,736.0,147.2,2008.0,3.7343749854125976
0,434,65.0,45.0,126.0,154.0,2600.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2008.0,1.2222222125220459
1,435,65.0,90.0,240.0,505.0,650.0,8,5,19033.0610625,156.0,1096.608262910798,2008.0,2.1041666578993055
1,436,55.0,23.0,121.0,314.0,500.0,8,5,19033.0610625,80.0,1096.608262910798,2008.0,2.595041300867427
1,437,65.0,60.0,240.0,505.0,530.0,8,5,19033.0610625,169.6,1096.608262910798,2008.0,2.1041666578993055
1,438,65.0,25.0,86.0,210.0,540.0,9,5,19033.0610625,17.28,1096.608262910798,2008.0,2.441860436722553
1,439,55.0,250.0,256.0,956.0,625.0,8,2,19033.0610625,1000.0,200.0,2008.0,3.7343749854125976
1,440,65.0,35.0,86.0,210.0,480.0,9,5,19033.0610625,19.2,1096.608262910798,2008.0,2.441860436722553
1,440,55.0,189.0,470.0,1400.0,610.0,8,5,19033.0610625,622.1,77.76,2008.0,2.97872339791761
1,440,55.0,150.0,470.0,1400.0,602.0,8,5,19033.0610625,462.3,57.79,2008.0,2.97872339791761
1,440,55.0,150.0,470.0,1400.0,602.0,8,5,19033.0610625,462.3,57.79,2008.0,2.97872339791761
1,440,55.0,150.0,470.0,1400.0,602.0,8,5,19033.0610625,462.3,57.79,2008.0,2.97872339791761
1,441,55.0,160.0,256.0,956.0,750.0,8,1,19033.0610625,1200.0,240.0,2008.0,3.7343749854125976
0,442,45.0,130.0,263.0,731.0,2933.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2008.0,2.779467670040047
0,442,45.0,130.0,263.0,731.0,3200.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2008.0,2.779467670040047
0,442,45.0,130.0,263.0,731.0,2666.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2008.0,2.779467670040047
1,443,55.0,25.0,73.0,242.0,650.0,8,2,19033.0610625,104.0,1096.608262910798,2008.0,3.3150684477387884
1,444,55.0,171.0,470.0,1400.0,576.0,8,5,19033.0610625,536.5,67.07,2008.0,2.97872339791761
0,445,45.0,65.0,82.0,228.0,2600.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2008.0,2.7804877709696614
0,445,45.0,95.0,282.0,456.0,2500.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2008.0,1.6170212708616267
0,445,65.0,65.0,77.0,105.0,2200.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2008.0,1.3636363459268008
0,446,65.0,35.0,178.0,950.0,2200.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2008.0,5.337078621701806
0,446,65.0,35.0,178.0,950.0,2100.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2008.0,5.337078621701806
0,446,65.0,35.0,178.0,950.0,2500.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2008.0,5.337078621701806
0,446,65.0,35.0,178.0,950.0,2200.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2008.0,5.337078621701806
0,446,65.0,35.0,178.0,950.0,2100.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2008.0,5.337078621701806
0,446,65.0,35.0,178.0,950.0,2200.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2008.0,5.337078621701806
0,446,65.0,35.0,178.0,950.0,2300.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2008.0,5.337078621701806
1,447,55.0,75.0,196.0,505.0,600.0,8,5,19033.0610625,144.0,1096.608262910798,2008.0,2.5765305990993337
1,447,55.0,14.0,121.0,314.0,500.0,8,5,19033.0610625,80.0,1096.608262910798,2008.0,2.595041300867427
0,448,65.0,95.0,285.0,450.0,2400.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2008.0,1.5789473628808866
0,448,65.0,95.0,285.0,450.0,2500.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2008.0,1.5789473628808866
0,448,65.0,95.0,285.0,450.0,2700.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2008.0,1.5789473628808866
1,449,65.0,95.0,240.0,505.0,600.0,8,5,19033.0610625,192.0,1096.608262910798,2008.0,2.1041666578993055
1,450,55.0,204.0,470.0,1400.0,648.0,8,5,19033.0610625,708.5,88.56,2008.0,2.97872339791761
1,451,55.0,110.0,192.0,666.0,669.0,8,2,19033.0610625,428.2,85.63,2008.0,3.468749981933594
0,452,45.0,25.0,81.0,274.0,2533.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2008.0,3.38271600762079
0,452,45.0,25.0,81.0,274.0,2667.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2008.0,3.38271600762079
0,452,45.0,25.0,107.0,410.0,2667.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2008.0,3.831775665123592
0,452,45.0,35.0,107.0,410.0,2667.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2008.0,3.831775665123592
0,452,45.0,35.0,107.0,410.0,2933.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2008.0,3.831775665123592
1,453,65.0,14.0,86.0,210.0,640.0,9,5,19033.0610625,25.6,1096.608262910798,2009.0,2.441860436722553
1,453,55.0,23.0,121.0,314.0,600.0,8,5,19033.0610625,96.0,1096.608262910798,2009.0,2.595041300867427
1,453,65.0,14.0,144.0,314.0,450.0,8,5,19033.0610625,35.2,1096.608262910798,2009.0,2.1805555404128087
1,453,55.0,14.0,121.0,314.0,400.0,8,5,19033.0610625,32.0,1096.608262910798,2009.0,2.595041300867427
1,454,55.0,65.0,73.0,242.0,450.0,8,2,19033.0610625,72.0,1096.608262910798,2009.0,3.3150684477387884
1,454,55.0,35.0,146.0,514.0,675.0,8,2,19033.0610625,432.0,1096.608262910798,2009.0,3.5205479210921378
1,454,55.0,65.0,256.0,956.0,500.0,8,2,19033.0610625,800.0,160.0,2009.0,3.7343749854125976
1,454,55.0,65.0,256.0,956.0,1615.4307897071872,8,2,19033.0610625,5403.009359050446,1096.608262910798,2009.0,3.7343749854125976
1,454,55.0,65.0,256.0,956.0,550.0,8,2,19033.0610625,880.0,176.0,2009.0,3.7343749854125976
1,454,55.0,65.0,73.0,242.0,500.0,8,2,19033.0610625,80.0,1096.608262910798,2009.0,3.3150684477387884
1,454,55.0,65.0,256.0,956.0,550.0,8,2,19033.0610625,880.0,176.0,2009.0,3.7343749854125976
1,454,55.0,35.0,146.0,514.0,675.0,8,2,19033.0610625,432.0,1096.608262910798,2009.0,3.5205479210921378
1,454,55.0,35.0,146.0,514.0,550.0,8,2,19033.0610625,352.0,1096.608262910798,2009.0,3.5205479210921378
1,454,55.0,65.0,73.0,242.0,680.0,8,2,19033.0610625,108.8,1096.608262910798,2009.0,3.3150684477387884
1,454,55.0,65.0,73.0,242.0,1615.4307897071872,8,2,19033.0610625,5403.009359050446,1096.608262910798,2009.0,3.3150684477387884
1,454,55.0,65.0,73.0,242.0,450.0,8,2,19033.0610625,72.0,1096.608262910798,2009.0,3.3150684477387884
1,454,55.0,65.0,73.0,242.0,1615.4307897071872,8,2,19033.0610625,5403.009359050446,1096.608262910798,2009.0,3.3150684477387884
1,454,55.0,65.0,256.0,956.0,503.0,8,2,19033.0610625,804.8,161.0,2009.0,3.7343749854125976
1,454,55.0,65.0,146.0,514.0,1615.4307897071872,8,2,19033.0610625,5403.009359050446,1096.608262910798,2009.0,3.5205479210921378
1,455,55.0,219.0,470.0,1400.0,633.0,8,5,19033.0610625,673.9,84.24,2009.0,2.97872339791761
1,455,55.0,204.0,470.0,1400.0,648.0,8,5,19033.0610625,708.5,88.56,2009.0,2.97872339791761
1,456,55.0,141.0,260.0,754.0,738.0,8,5,19033.0610625,470.0,1096.608262910798,2009.0,2.899999988846154
1,457,55.0,50.0,121.0,314.0,550.0,8,5,19033.0610625,89.6,1096.608262910798,2009.0,2.595041300867427
1,457,65.0,40.0,86.0,210.0,550.0,9,5,19033.0610625,22.4,1096.608262910798,2009.0,2.441860436722553
1,458,55.0,25.0,67.0,181.0,594.0,8,2,19033.0610625,47.52,1096.608262910798,2009.0,2.7014924969926493
1,459,65.0,45.0,240.0,505.0,400.0,8,5,19033.0610625,128.0,1096.608262910798,2009.0,2.1041666578993055
1,459,40.0,65.0,137.0,826.0,1615.4307897071872,8,2,19033.0610625,5403.009359050446,1096.608262910798,2009.0,6.029197036283233
1,459,40.0,65.0,137.0,826.0,500.0,8,2,19033.0610625,640.0,128.0,2009.0,6.029197036283233
1,459,65.0,75.0,324.0,754.0,585.0,8,5,19033.0610625,374.5,1096.608262910798,2009.0,2.3271604866445665
1,459,65.0,65.0,324.0,754.0,550.0,8,5,19033.0610625,308.0,1096.608262910798,2009.0,2.3271604866445665
1,459,65.0,60.0,240.0,505.0,600.0,8,5,19033.0610625,192.0,1096.608262910798,2009.0,2.1041666578993055
1,459,40.0,65.0,137.0,826.0,650.0,8,2,19033.0610625,832.0,166.4,2009.0,6.029197036283233
1,460,55.0,150.0,260.0,754.0,702.0,8,5,19033.0610625,387.1,1096.608262910798,2009.0,2.899999988846154
1,460,55.0,150.0,260.0,754.0,675.0,8,5,19033.0610625,414.7,1096.608262910798,2009.0,2.899999988846154
1,461,65.0,35.0,86.0,210.0,540.0,9,5,19033.0610625,20.8,1096.608262910798,2009.0,2.441860436722553
1,461,55.0,50.0,121.0,314.0,738.0,8,5,19033.0610625,117.5,1096.608262910798,2009.0,2.595041300867427
1,461,55.0,75.0,196.0,505.0,500.0,8,5,19033.0610625,120.0,1096.608262910798,2009.0,2.5765305990993337
1,461,55.0,105.0,196.0,505.0,650.0,8,5,19033.0610625,208.0,1096.608262910798,2009.0,2.5765305990993337
1,461,65.0,141.0,324.0,754.0,738.0,8,5,19033.0610625,470.0,1096.608262910798,2009.0,2.3271604866445665
1,462,55.0,76.0,146.0,514.0,800.0,8,2,19033.0610625,512.0,1096.608262910798,2009.0,3.5205479210921378
0,463,45.0,5.0,107.0,410.0,1400.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2009.0,3.831775665123592
0,464,45.0,80.0,263.0,731.0,2133.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2009.0,2.779467670040047
0,464,45.0,80.0,263.0,731.0,2000.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2009.0,2.779467670040047
0,464,45.0,80.0,263.0,731.0,2266.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2009.0,2.779467670040047
0,464,45.0,80.0,263.0,731.0,1866.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2009.0,2.779467670040047
0,464,45.0,80.0,263.0,731.0,2400.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2009.0,2.779467670040047
0,464,45.0,80.0,263.0,731.0,2533.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2009.0,2.779467670040047
0,464,45.0,60.0,263.0,731.0,2133.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2009.0,2.779467670040047
0,464,45.0,95.0,263.0,731.0,2800.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2009.0,2.779467670040047
0,464,45.0,95.0,263.0,731.0,2933.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2009.0,2.779467670040047
0,464,45.0,60.0,263.0,731.0,2133.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2009.0,2.779467670040047
0,464,45.0,60.0,263.0,731.0,2266.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2009.0,2.779467670040047
0,464,45.0,130.0,263.0,731.0,2400.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2009.0,2.779467670040047
0,464,45.0,130.0,263.0,731.0,2533.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2009.0,2.779467670040047
0,464,45.0,130.0,263.0,731.0,2933.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2009.0,2.779467670040047
0,464,45.0,130.0,263.0,731.0,3200.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2009.0,2.779467670040047
1,464,65.0,59.0,240.0,505.0,550.0,8,5,19033.0610625,176.0,1096.608262910798,2009.0,2.1041666578993055
1,464,65.0,34.0,144.0,314.0,450.0,9,5,19033.0610625,35.2,1096.608262910798,2009.0,2.1805555404128087
1,464,55.0,108.0,470.0,1400.0,600.0,8,5,19033.0610625,462.3,57.79,2009.0,2.97872339791761
0,464,45.0,130.0,263.0,731.0,3200.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2009.0,2.779467670040047
0,464,45.0,95.0,263.0,731.0,2666.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2009.0,2.779467670040047
0,464,45.0,38.0,263.0,731.0,2000.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2009.0,2.779467670040047
0,464,45.0,130.0,263.0,731.0,2666.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2009.0,2.779467670040047
0,465,45.0,35.0,107.0,410.0,2100.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2009.0,3.831775665123592
0,465,45.0,95.0,258.0,758.0,3200.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2009.0,2.937984484736494
0,465,45.0,125.0,258.0,758.0,3200.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2009.0,2.937984484736494
1,466,55.0,190.0,282.0,959.0,850.0,8,2,19033.0610625,1360.0,272.0,2009.0,3.4007092077989034
1,466,55.0,65.0,282.0,959.0,1615.4307897071872,8,2,19033.0610625,5403.009359050446,1096.608262910798,2009.0,3.4007092077989034
0,467,45.0,1.0,26.0,47.0,1200.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2009.0,1.807692238165683
0,467,45.0,2.0,26.0,47.0,2000.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2009.0,1.807692238165683
1,468,55.0,40.0,121.0,314.0,450.0,8,5,19033.0610625,72.0,1096.608262910798,2009.0,2.595041300867427
1,468,55.0,188.0,470.0,1400.0,610.0,8,5,19033.0610625,622.1,77.76,2009.0,2.97872339791761
1,468,55.0,188.0,470.0,1400.0,610.0,8,5,19033.0610625,622.1,77.76,2009.0,2.97872339791761
0,469,45.0,95.0,282.0,456.0,2666.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2009.0,1.6170212708616267
0,469,45.0,65.0,282.0,456.0,2666.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2009.0,1.6170212708616267
0,470,45.0,125.0,258.0,758.0,3000.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2009.0,2.937984484736494
0,470,45.0,125.0,258.0,758.0,3200.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2009.0,2.937984484736494
1,471,55.0,75.0,260.0,754.0,500.0,8,5,19033.0610625,240.0,1096.608262910798,2009.0,2.899999988846154
0,472,65.0,95.0,285.0,450.0,2800.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2009.0,1.5789473628808866
1,472,40.0,80.0,137.0,826.0,750.0,8,2,19033.0610625,960.0,192.0,2009.0,6.029197036283233
1,472,40.0,65.0,137.0,826.0,1615.4307897071872,8,2,19033.0610625,5403.009359050446,1096.608262910798,2009.0,6.029197036283233
1,473,65.0,20.0,85.0,180.0,519.0,8,2,19033.0610625,41.52,1096.608262910798,2009.0,2.117647033910035
1,473,65.0,23.0,86.0,210.0,540.0,9,5,19033.0610625,20.8,1096.608262910798,2009.0,2.441860436722553
0,474,45.0,65.0,82.0,228.0,2800.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2009.0,2.7804877709696614
0,475,45.0,65.0,82.0,228.0,3067.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2009.0,2.7804877709696614
